iter	RMSE
460	1.639107882
461	1.638512773
462	1.638394496
463	1.637842712
464	1.636938015
465	1.636092051
466	1.635680159
467	1.635115418
468	1.634388956
469	1.633619683
470	1.633327287
471	1.632652982
472	1.632387283
473	1.63165112
474	1.631076236
475	1.630499376
476	1.630154795
477	1.629634447
478	1.629023121
479	1.628492716
480	1.628314981
481	1.628236569
482	1.627524344
483	1.62665438
484	1.626019044
485	1.625455207
486	1.625225672
487	1.624758997
488	1.624629895
489	1.624062804
490	1.62363069
491	1.622944914
492	1.622305892
493	1.62154319
494	1.621150283
495	1.620668126
496	1.620142899
497	1.619745923
498	1.619172933
499	1.618434343
500	1.617740461
501	1.616792292
502	1.615809605
503	1.615484993
504	1.614843866
505	1.61445778
506	1.614098628
507	1.613355704
508	1.6129841
509	1.612774933
510	1.612033221
511	1.611263991
512	1.610556798
513	1.610036324
514	1.609914557
515	1.609505538
516	1.608838431
517	1.608637776
518	1.608039519
519	1.607630881
520	1.60706242
521	1.606601663
522	1.606460119
523	1.606042512
524	1.604669089
525	1.604122762
526	1.603825116
527	1.603431324
528	1.603212578
529	1.603031283
530	1.60256055
531	1.602095009
532	1.601532975
533	1.601250302
534	1.60094221
535	1.600355023
536	1.599386447
537	1.599301096
538	1.59809488
539	1.597835929
540	1.597386924
541	1.59721384
542	1.596665636
543	1.59613113
544	1.595558621
545	1.595083901
546	1.594446552
547	1.594129808
548	1.593876816
549	1.593016958
550	1.592761431
551	1.59221902
552	1.591494266
553	1.59101365
554	1.590323239
555	1.590042861
556	1.589523043
557	1.589250297
558	1.588563284
559	1.588383917
560	1.587850266
561	1.587161765
562	1.586680732
563	1.586404679
564	1.585930901
565	1.58533035
566	1.584548601
567	1.583835142
568	1.58320347
569	1.582281408
570	1.581898459
571	1.581746447
572	1.581227732
573	1.580614236
574	1.579836144
575	1.579344888
576	1.578668618
577	1.578220677
578	1.577547011
579	1.576850499
580	1.576212364
581	1.575416095
582	1.57484561
583	1.573793963
584	1.573161413
585	1.572496994
586	1.572158766
587	1.571296172
588	1.570627751
589	1.570167787
590	1.569528133
591	1.569073511
592	1.568586891
593	1.568214342
594	1.567700062
595	1.567194641
596	1.566516814
597	1.566174412
598	1.565992753
599	1.5656071
600	1.565070658
601	1.564357031
602	1.563790344
603	1.56315662
604	1.562708814
605	1.562183303
606	1.561643408
607	1.561031981
608	1.560544886
609	1.559984747
610	1.55960951
611	1.559042398
612	1.558478248
613	1.558193613
614	1.557728907
615	1.55730916
616	1.556833681
617	1.556507062
618	1.555695637
619	1.555280256
620	1.555208002
621	1.554468249
622	1.554082073
623	1.553168868
624	1.55313927
625	1.552639976
626	1.55192865
627	1.551554981
628	1.551220438
629	1.550706253
630	1.550386859
631	1.549729569
632	1.54894713
633	1.548381711
634	1.548296718
635	1.5478572
636	1.547397879
637	1.547046954
638	1.546808228
639	1.54639043
640	1.545974228
641	1.545319404
642	1.544900924
643	1.544318471
644	1.544018337
645	1.543666157
646	1.543273075
647	1.543174464
648	1.542864474
649	1.542444151
650	1.542014633
651	1.541397649
652	1.540606794
653	1.540105161
654	1.539697637
655	1.539020633
656	1.538482524
657	1.538248431
658	1.537703006
659	1.53739047
660	1.536904647
661	1.5364422
662	1.535687684
663	1.535482183
664	1.535110193
665	1.534853964
666	1.534483246
667	1.534262622
668	1.53364149
669	1.533289392
670	1.532886317
671	1.53263705
672	1.532289851
673	1.53170824
674	1.531207326
675	1.530942107
676	1.530614372
677	1.530318384
678	1.529730891
679	1.529416713
680	1.528978453
681	1.528736251
682	1.52828511
683	1.527996109
684	1.527370604
685	1.527117236
686	1.526484565
687	1.525845877
688	1.525343635
689	1.525103056
690	1.524818732
691	1.52419569
692	1.524070771
693	1.523468292
694	1.5229956
695	1.522748165
696	1.522152083
697	1.521930441
698	1.521083984
699	1.52073457
700	1.520046691
701	1.519231915
702	1.518969049
703	1.518642783
704	1.518290894
705	1.517998564
706	1.517694404
707	1.516813575
708	1.516048378
709	1.515481706
710	1.514887033
711	1.514366539
712	1.513278306
713	1.51292641
714	1.512263285
715	1.511782161
716	1.511247667
717	1.510928822
718	1.510599298
719	1.510359551
720	1.509966656
721	1.509135062
722	1.508784654
723	1.508241602
724	1.508050626
725	1.507787097
726	1.507374294
727	1.506932022
728	1.506482425
729	1.50631825
730	1.505906295
731	1.505713845
732	1.505656362
733	1.505344773
734	1.505014878
735	1.504502267
736	1.504185797
737	1.503894827
738	1.503550457
739	1.5028662
740	1.502349702
741	1.501627384
742	1.501294525
743	1.500845593
744	1.500478481
745	1.500093618
746	1.500028484
747	1.499878261
748	1.499526732
749	1.499087681
750	1.498832956
751	1.498536203
752	1.498251738
753	1.497970825
754	1.497853946
755	1.497249861
756	1.496603764
757	1.496377702
758	1.495873515
759	1.495656233
760	1.495457017
761	1.495270585
762	1.494823301
763	1.494378723
764	1.494101535
765	1.493744901
766	1.493131841
767	1.492895907
768	1.492800174
769	1.492173705
770	1.491567682
771	1.491243538
772	1.491076199
773	1.490575718
774	1.490499509
775	1.490166896
776	1.489795321
777	1.489490633
778	1.489147282
779	1.488284703
780	1.487850353
781	1.487681084
782	1.487500229
783	1.486935773
784	1.486333016
785	1.485919344
786	1.485812969
787	1.485517751
788	1.484940986
789	1.484048552
790	1.483499578
791	1.483086421
792	1.482819344
793	1.482220213
794	1.481720581
795	1.481202277
796	1.480826919
797	1.480283811
798	1.479695684
799	1.479289727
800	1.479071969
801	1.478658574
802	1.478286661
803	1.477853559
804	1.477674016
805	1.477345442
806	1.476932687
807	1.476836491
808	1.476550609
809	1.475943673
810	1.475633545
811	1.475275207
812	1.475082579
813	1.47459822
814	1.474348098
815	1.474001869
816	1.47342541
817	1.473007154
818	1.47245873
819	1.472164401
820	1.471460352
821	1.47124162
822	1.470688711
823	1.469991111
824	1.469739646
825	1.468698915
826	1.46827277
827	1.468190415
828	1.467874882
829	1.467588009
830	1.466827063
831	1.466304671
832	1.465478881
833	1.465130657
834	1.464773338
835	1.464331566
836	1.463959755
837	1.463680674
838	1.463302184
839	1.462664205
840	1.462229832
841	1.461625377
842	1.461232889
843	1.460888138
844	1.459959316
845	1.459463875
846	1.459044127
847	1.458660567
848	1.458207833
849	1.457881613
850	1.457739518
851	1.457546887
852	1.457060105
853	1.45666427
854	1.45630323
855	1.45591345
856	1.455690851
857	1.454937198
858	1.454543964
859	1.454299627
860	1.454034467
861	1.453673293
862	1.453501584
863	1.453020329
864	1.452903314
865	1.452689316
866	1.452314015
867	1.452011675
868	1.451613996
869	1.451222321
870	1.45090009
871	1.450621883
872	1.450056087
873	1.449549657
874	1.449292243
875	1.448405244
876	1.448178976
877	1.447867957
878	1.447495118
879	1.447317668
880	1.447044214
881	1.446650653
882	1.446201595
883	1.445902597
884	1.445630978
885	1.445256332
886	1.444960987
887	1.444466437
888	1.444166291
889	1.443681862
890	1.442985281
891	1.442887757
892	1.442242579
893	1.441576834
894	1.441336057
895	1.440549644
896	1.440275619
897	1.439845898
898	1.439675828
899	1.439492307
900	1.439132229
901	1.43828663
902	1.437827753
903	1.437512406
904	1.437112809
905	1.436692472
906	1.436239547
907	1.435908254
908	1.435663653
909	1.434854877
910	1.434468313
911	1.434296344
912	1.433855819
913	1.433428001
914	1.433213889
915	1.432995627
916	1.432666648
917	1.432452756
918	1.432159368
919	1.431560068
920	1.431151049
921	1.43085019
922	1.430416955
923	1.430012276
924	1.429431618
925	1.429105119
926	1.428857853
927	1.428633871
928	1.428415275
929	1.427720137
930	1.42732056
931	1.427120285
932	1.426718117
933	1.426428654
934	1.426272121
935	1.426007835
936	1.425486432
937	1.425289468
938	1.424939572
939	1.424527522
940	1.42440411
941	1.424090712
942	1.423435638
943	1.423090638
944	1.422706057
945	1.422421843
946	1.422000995
947	1.421737132
948	1.421332296
949	1.421186093
950	1.420884348
951	1.420789344
952	1.420459781
953	1.420064199
954	1.419623423
955	1.419413669
956	1.418661006
957	1.41830286
958	1.417984569
959	1.417840194
960	1.417549972
961	1.417141363
962	1.416938107
963	1.416218608
964	1.415941718
965	1.415222855
966	1.414874611
967	1.414691976
968	1.414404138
969	1.414113313
970	1.41363761
971	1.41339548
972	1.413115111
973	1.412993907
974	1.412743059
975	1.412350576
976	1.412207285
977	1.412155187
978	1.411516203
979	1.411203477
980	1.411063751
981	1.410568878
982	1.410214629
983	1.40967332
984	1.40915931
985	1.408670213
986	1.408313831
987	1.407515664
988	1.407022158
989	1.406832203
990	1.406475273
991	1.405997317
992	1.405794758
993	1.40549726
994	1.40531348
995	1.404771457
996	1.404573579
997	1.404186568
998	1.403780695
999	1.403093498
